name,atk,level,EP,NA
Aquarium Lighting,0.0,1.0,20,32.0
Aquarium Set,0.0,1.0,40,52.0
Aquarium Stage,0.0,1.0,30,42.0
Arahime the Manifested Mikanko,0.0,9.0,30,31.333333333333332
Aratama,800.0,4.0,40,51.0
Arc Rebellion Xyz Dragon,3000.0,5.0,50,82.4
Arcana Call,0.0,1.0,0,12.0
Arcana Extra Joker,2800.0,1.0,40,80.0
Arcana Force 0 - The Fool,0.0,1.0,50,62.0
Arcana Force EX - The Dark Ruler,4000.0,10.0,50,91.2
Arcana Force EX - The Light Ruler,4000.0,10.0,40,81.2
Arcana Force I - The Magician,1100.0,4.0,40,54.0
Arcana Force III - The Empress,1300.0,4.0,20,36.0
Arcana Force IV - The Emperor,1400.0,4.0,30,47.0
Arcana Force VI - The Lovers,1600.0,4.0,20,39.0
Arcana Force VII - The Chariot,1700.0,4.0,50,70.0
Arcana Force XIV - Temperance,2400.0,6.0,10,36.0
Arcana Force XV - The Fiend,2500.0,7.0,80,106.71428571428572
Arcana Force XVIII - The Moon,2800.0,7.0,20,49.714285714285715
Arcana Force XXI - The World,3100.0,8.0,40,72.5
Arcana Knight Joker,3800.0,9.0,10,49.333333333333336
Arcana Reading,0.0,1.0,50,62.0
Arcana Triumph Joker,0.0,10.0,40,41.2
Arcane Apprentice,1000.0,2.0,40,56.0
Arcane Archer of the Forest,900.0,3.0,10,23.0
Arcane Barrier,0.0,1.0,30,42.0
Arcanite Magician,400.0,7.0,50,55.714285714285715
Arcanite Magician/Assault Mode,900.0,9.0,50,60.333333333333336
Archfiend Black Skull Dragon,3200.0,9.0,40,73.33333333333334
Archfiend Cavalry,1900.0,4.0,30,52.0
Archfiend Commander,2500.0,6.0,30,57.0
Archfiend Eccentrick,800.0,3.0,10,22.0
"Archfiend Emperor, the First Lord of Horror",3000.0,8.0,40,71.5
Archfiend Empress,2900.0,8.0,30,60.5
Archfiend General,2100.0,4.0,20,44.0
Archfiend Giant,2400.0,6.0,30,56.0
Archfiend Heiress,1000.0,3.0,30,44.0
Archfiend Interceptor,1400.0,4.0,20,37.0
Archfiend Marmot of Nefariousness,400.0,2.0,0,10.0
Archfiend Mirror,700.0,2.0,0,13.0
Archfiend of Gilfer,2200.0,6.0,-10,14.0
Archfiend Palabyrinth,0.0,1.0,50,62.0
Archfiend Soldier,1900.0,4.0,0,22.0
Archfiend Zombie-Skull,2500.0,6.0,10,37.0
Archfiend's Ascent,2500.0,6.0,30,57.0
Archfiend's Awakening,2500.0,6.0,30,57.0
Archfiend's Call,2500.0,6.0,20,47.0
Archfiend's Conscription,0.0,1.0,10,22.0
Archfiend's Ghastly Glitch,0.0,1.0,30,42.0
Archfiend's Manifestation,2500.0,6.0,40,67.0
Archfiend's Oath,0.0,1.0,0,12.0
Archfiend's Promotion,0.0,1.0,20,32.0
Archfiend's Roar,0.0,1.0,30,42.0
Archfiend's Staff of Despair,0.0,1.0,-10,2.0
Archlord Kristya,2800.0,8.0,20,49.5
Archlord Zerato,2800.0,8.0,20,49.5
Archnemeses Eschatos,3000.0,11.0,40,71.0909090909091
Archnemeses Protos,2500.0,11.0,40,66.0909090909091
Arcjet Lightcraft,0.0,9.0,20,21.333333333333332
Aria the Melodious Diva,1600.0,4.0,30,49.0
Ariane the Labrynth Servant,1800.0,4.0,60,81.0
Arianna the Labrynth Servant,1600.0,4.0,60,79.0
Arias the Labrynth Butler,1500.0,6.0,20,37.0
"Ariel, Priestess of the Nekroz",1000.0,4.0,20,33.0
"Arionpos, Serpent of the Ghoti",2100.0,6.0,50,73.0
Arisen Gaia the Fierce Knight,2300.0,7.0,30,54.714285714285715
Arkbrave Dragon,2400.0,7.0,50,75.71428571428572
Arktos XII - Chronochasm Vaylantz,3000.0,12.0,30,61.0
Arlownay,800.0,3.0,0,12.0
Arma Knight,1000.0,4.0,0,13.0
"Armades, Keeper of Boundaries",2300.0,5.0,0,25.4
Armageddon Designator,0.0,1.0,10,22.0
Armageddon Knight,1400.0,4.0,40,57.0
Armaill,700.0,3.0,0,11.0
Armed and Ready!,0.0,1.0,20,32.0
Armed Changer,0.0,1.0,10,22.0
Armed Dragon Blitz,0.0,1.0,40,52.0
Armed Dragon Catapult Cannon,3500.0,10.0,50,86.2
Armed Dragon Flash,0.0,1.0,40,52.0
Armed Dragon Lightning,0.0,1.0,30,42.0
Armed Dragon LV10,3000.0,10.0,30,61.2
Armed Dragon LV10 White,3000.0,10.0,60,91.2
Armed Dragon LV3,1200.0,3.0,20,36.0
Armed Dragon LV5,2400.0,5.0,30,56.4
Armed Dragon LV7,2800.0,7.0,30,59.714285714285715
Armed Dragon Thunder LV10,3000.0,10.0,50,81.2
Armed Dragon Thunder LV3,1200.0,3.0,40,56.0
Armed Dragon Thunder LV5,2400.0,5.0,40,66.4
Armed Dragon Thunder LV7,2800.0,7.0,40,69.71428571428572
Armed Dragon Thunderbolt,0.0,1.0,30,42.0
"Armed Dragon, the Armored Dragon",1900.0,4.0,30,52.0
Armed Neos,3500.0,10.0,50,86.2
Armed Ninja,300.0,1.0,10,25.0
Armed Protector Dragon,2000.0,8.0,30,51.5
Armed Samurai - Ben Kei,500.0,4.0,20,28.0
Armed Sea Hunter,1800.0,4.0,10,31.0
"Armillyre, the Starleader Dragon",1400.0,1.0,20,46.0
Armityle the Chaos Phantasm,0.0,12.0,60,61.0
Armityle the Chaos Phantasm - Phantom of Fury,0.0,12.0,30,31.0
Armor Blast,0.0,1.0,10,22.0
Armor Break,0.0,1.0,10,22.0
Armor Breaker,800.0,3.0,50,62.0
Armor Dragon Ritual,0.0,1.0,30,42.0
Armor Exe,2400.0,4.0,30,57.0
Armor Ninjitsu Art of Alchemy,0.0,1.0,30,42.0
Armor Ninjitsu Art of Freezing,0.0,1.0,0,12.0
Armor Ninjitsu Art of Rust Mist,0.0,1.0,20,32.0
Armored Axon Kicker,2200.0,6.0,30,54.0
Armored Bee,1600.0,4.0,0,19.0
Armored Bitron,500.0,2.0,60,71.0
Armored Cybern,0.0,4.0,20,23.0
Armored Glass,0.0,1.0,0,12.0
Armored Kappa,400.0,2.0,20,30.0
Armored Lizard,1500.0,4.0,0,18.0
Armored Rat,950.0,3.0,0,13.5
Armored Starfish,850.0,4.0,0,11.5
Armored White Bear,1800.0,4.0,50,71.0
Armored Xyz,0.0,1.0,0,12.0
Armored Zombie,1500.0,3.0,0,19.0
Armoroid,2700.0,8.0,30,58.5
Armory Arm,1800.0,4.0,70,91.0
Armory Call,0.0,1.0,20,32.0
Arms Regeneration,0.0,1.0,20,32.0
Army Ant Token,500.0,4.0,20,28.0
"Arnis, the Empowered Warrior",1700.0,4.0,50,70.0
Aroma Garden,0.0,1.0,30,42.0
Aroma Gardening,0.0,1.0,60,72.0
Aroma Jar,500.0,1.0,30,47.0
Aroma Strategy,0.0,1.0,0,12.0
Aromage Bergamot,2400.0,6.0,40,66.0
Aromage Cananga,1400.0,3.0,10,28.0
Aromage Jasmine,100.0,2.0,60,67.0
Aromage Laurel,800.0,1.0,40,60.0
Aromage Marjoram,2000.0,5.0,60,82.4
Aromage Rosemary,1800.0,4.0,20,41.0
Aromaseraphy Angelica,0.0,1.0,40,52.0
Aromaseraphy Jasmine,1800.0,1.0,70,100.0
Aromaseraphy Rosemary,2000.0,5.0,20,42.4
Aromaseraphy Sweet Marjoram,2200.0,6.0,70,94.0
"Aron, the Ogdoadic King",2500.0,8.0,60,86.5
Array of Revealing Light,0.0,1.0,20,32.0
Arrivalrivals,0.0,1.0,20,32.0
Arrive in Light,0.0,1.0,60,72.0
Arsenal Bug,2000.0,3.0,0,24.0
Arsenal Robber,0.0,1.0,0,12.0
Arsenal Summoner,1600.0,4.0,20,39.0
"Artemis, the Magistus Moon Maiden",800.0,1.0,40,60.0
Artifact Achilleshield,1500.0,5.0,30,47.4
Artifact Aegis,1200.0,5.0,30,44.4
Artifact Beagalltach,1400.0,5.0,30,46.4
Artifact Caduceus,1600.0,5.0,50,68.4
Artifact Chakram,1900.0,5.0,30,51.4
Artifact Dagda,1500.0,1.0,30,57.0
Artifact Durendal,2400.0,5.0,30,56.4
Artifact Failnaught,2000.0,5.0,30,52.4
Artifact Ignition,0.0,1.0,30,42.0
Artifact Labrys,2300.0,5.0,30,55.4
Artifact Lancea,1700.0,5.0,40,59.4
Artifact Mjollnir,1300.0,5.0,30,45.4
Artifact Moralltach,2100.0,5.0,30,53.4
Artifact Sanctum,0.0,1.0,50,62.0
Artifact Scythe,2200.0,5.0,30,54.4
Artifact Vajra,1800.0,5.0,30,50.4
Artifacts Unleashed,0.0,1.0,50,62.0
Artillery Catapult Turtle,1000.0,4.0,20,33.0
"Artorigus, King of the Noble Knights",2000.0,4.0,30,53.0
"Ascator, Dawnwalker",2300.0,5.0,10,35.4
Ascending Soul,0.0,1.0,20,32.0
Ascension Sky Dragon,0.0,10.0,50,51.2
Asceticism of the Six Samurai,0.0,1.0,50,62.0
Ash Blossom & Joyous Spring,0.0,3.0,10,14.0
Ashoka Pillar,0.0,3.0,50,54.0
Ashura King,2100.0,3.0,30,55.0
"Askaan, the Bicorned Ghoti",2700.0,8.0,30,58.5
Asleep at the Switch,0.0,1.0,30,42.0
Asmo Token,1800.0,5.0,30,50.4
Assault Armor,0.0,1.0,20,32.0
Assault Beast,1900.0,4.0,10,32.0
Assault Blackwing - Chidori the Rain Sprinkling,2600.0,7.0,50,77.71428571428572
Assault Blackwing - Kunai the Drizzle,2100.0,5.0,20,43.4
Assault Blackwing - Onimaru the Divine Thunder,3000.0,12.0,50,81.0
Assault Blackwing - Raikiri the Rain Shower,2600.0,7.0,30,57.714285714285715
Assault Blackwing - Sayo the Rain Hider,800.0,2.0,30,44.0
Assault Blackwing - Sohaya the Rain Storm,1500.0,5.0,30,47.4
Assault Counter,0.0,1.0,10,22.0
Assault Dog,1200.0,4.0,50,65.0
Assault Mercenary,1800.0,4.0,10,31.0
Assault Mode Activate,0.0,1.0,40,52.0
Assault Mode Zero,0.0,1.0,30,42.0
Assault on GHQ,0.0,1.0,10,22.0
Assault Overload,0.0,1.0,20,32.0
Assault Reboot,0.0,1.0,50,62.0
Assault Revival,0.0,1.0,30,42.0
Assault Sentinel,1600.0,4.0,20,39.0
Assault Slash,0.0,1.0,10,22.0
Assault Spirits,0.0,1.0,20,32.0
Assault Synchron,700.0,2.0,30,43.0
Assault Teleport,0.0,1.0,20,32.0
Assault Wyvern,1800.0,4.0,30,51.0
Asset Mountis,2300.0,7.0,50,74.71428571428572
Astra Ghouls,0.0,5.0,30,32.4
Astral Barrier,0.0,1.0,0,12.0
Astral Kuriboh,100.0,1.0,50,63.0
Astraltopia,0.0,4.0,40,43.0
Astrograph Sorcerer,2500.0,7.0,60,86.71428571428572
Asura Priest,1700.0,4.0,20,40.0
Aswan Apparition,500.0,3.0,20,29.0
Asymmetaphys,0.0,1.0,20,32.0
At One With the Sword,0.0,1.0,50,62.0
Athena,2600.0,7.0,40,67.71428571428572
Atlantean Attack Squad,1400.0,3.0,20,38.0
Atlantean Dragoons,1800.0,4.0,20,41.0
Atlantean Heavy Infantry,0.0,2.0,50,56.0
Atlantean Marksman,1400.0,3.0,70,88.0
Atlantean Pikeman,1400.0,2.0,0,20.0
Atomic Firefly,100.0,1.0,10,23.0
Atomic Scrap Dragon,3200.0,10.0,30,63.2
Attachment Cybern,1600.0,3.0,40,60.0
Attack and Receive,0.0,1.0,20,32.0
Attack Gainer,0.0,1.0,-10,2.0
Attack Guidance Armor,0.0,1.0,10,22.0
Attack of the Cornered Rat,0.0,1.0,0,12.0
Attack Pheromones,0.0,1.0,0,12.0
Attack Reflector Unit,0.0,1.0,20,32.0
Attack the Moon!,0.0,1.0,10,22.0
Attention!,0.0,1.0,10,22.0
Attraffic Control,0.0,1.0,0,12.0
Augmented Heraldry,0.0,1.0,30,42.0
Auram the World Chalice Blademaster,2000.0,1.0,40,72.0
"Aurkus, Lightsworn Druid",1200.0,3.0,0,16.0
Aurora Paragon,1500.0,4.0,30,48.0
Aurora Wing,1200.0,4.0,30,45.0
Aussa the Earth Channeler,1850.0,5.0,40,60.9
Aussa the Earth Charmer,500.0,3.0,0,9.0
"Aussa the Earth Charmer, Immovable",1850.0,1.0,50,80.5
Automatic Laser,0.0,1.0,30,42.0
Autonomous Action Unit,0.0,1.0,30,42.0
Autorokket Dragon,1600.0,3.0,50,70.0
Avalanching Aussa,800.0,4.0,30,41.0
Avalon,0.0,1.0,20,32.0
Avatar of The Pot,1200.0,3.0,40,56.0
Avendread Savior,1600.0,1.0,10,38.0
Avenging Knight Parshath,2600.0,8.0,20,47.5
"Avida, Rebuilder of Worlds",3500.0,11.0,30,66.0909090909091
Awakening of Nephthys,0.0,1.0,50,62.0
Awakening of the Crystal Ultimates,0.0,1.0,40,52.0
Awakening of the Possessed,0.0,1.0,70,82.0
Awakening of the Possessed - Gagigobyte,2000.0,5.0,60,82.4
Awakening of the Possessed - Greater Inari Fire,2000.0,5.0,60,82.4
Awakening of the Possessed - Nefariouser Archfiend,2000.0,5.0,40,62.4
Awakening of the Possessed - Rasenryu,2000.0,5.0,40,62.4
Awakening of the Sacred Beasts,0.0,1.0,50,62.0
Axe Dragonute,2000.0,4.0,0,23.0
Axe of Despair,0.0,1.0,20,32.0
Axe of Fools,0.0,1.0,40,52.0
Axe Raider,1700.0,4.0,0,20.0
Aye-Iron,1600.0,4.0,20,39.0
Ayers Rock Sunrise,0.0,1.0,10,22.0
"Aztekipede, the Worm Warrior",1900.0,4.0,50,72.0
Azure-Eyes Silver Dragon,2500.0,9.0,30,56.33333333333333
B-Buster Drake,1500.0,4.0,50,68.0
B. Dragon Jungle King,2100.0,6.0,0,23.0
B.E.F. Zelos,0.0,1.0,70,82.0
B.E.S. Big Core,2300.0,6.0,30,55.0
B.E.S. Big Core MK-2,2400.0,6.0,30,56.0
B.E.S. Big Core MK-3,2700.0,8.0,40,68.5
B.E.S. Blaster Cannon Core,2500.0,9.0,30,56.33333333333333
B.E.S. Covered Core,2500.0,7.0,30,56.714285714285715
B.E.S. Crystal Core,2100.0,5.0,30,53.4
B.E.S. Tetran,1800.0,6.0,30,50.0
Baba Barber,200.0,1.0,10,24.0
Baby Dragon,1200.0,3.0,0,16.0
Baby Mudragon,0.0,1.0,0,12.0
Baby Raccoon Ponpoko,800.0,2.0,40,54.0
Baby Raccoon Tantan,0.0,2.0,40,46.0
Baby Spider,0.0,3.0,30,34.0
Baby Tiragon,900.0,1.0,0,21.0
Babycerasaurus,500.0,2.0,50,61.0
Bachibachibachi,800.0,3.0,60,72.0
Back Mutation,0.0,1.0,40,52.0
Back to Square One,0.0,1.0,-10,2.0
Back to the Front,0.0,1.0,20,32.0
Back-Up Rider,0.0,1.0,20,32.0
Backfire,0.0,1.0,30,42.0
Background Dragon,1600.0,5.0,30,48.4
Backlinker,1600.0,3.0,20,40.0
Backs to the Wall,0.0,1.0,20,32.0
Backup Operator,1200.0,3.0,30,46.0
Backup Secretary,1200.0,3.0,20,36.0
Backup Soldier,0.0,1.0,0,12.0
Backup Squad,0.0,1.0,20,32.0
Backup Supervisor,1200.0,1.0,30,54.0
Backup Team,0.0,1.0,30,42.0
Backup Warrior,2100.0,5.0,20,43.4
Bacon Saver,700.0,2.0,10,23.0
Bad Aim,0.0,1.0,10,22.0
Bad Luck Blast,0.0,1.0,30,42.0
Bad Reaction to Simochi,0.0,1.0,20,32.0
Baelgrill de Nouvelles,2400.0,6.0,20,46.0
"Bahalutiya, the Grand Radiance",2000.0,7.0,50,71.71428571428572
Bahamut Shark,2600.0,4.0,20,49.0
Bait Doll,0.0,1.0,10,22.0
Baku the Beast Ninja,1500.0,3.0,40,59.0
Balameuniere de Nouvelles,2000.0,5.0,40,62.4
Balance of Judgment,0.0,1.0,20,32.0
Balancer Lord,1700.0,4.0,50,70.0
Ballista of Rampart Smashing,0.0,1.0,20,32.0
Ballista Squad,0.0,1.0,10,22.0
Balloon Lizard,500.0,4.0,30,38.0
Bamboo Scrap,0.0,1.0,20,32.0
Bandit,0.0,1.0,0,12.0
Banisher of the Light,100.0,3.0,10,15.0
Banisher of the Radiance,1600.0,3.0,10,30.0
Banishing Trap Hole,0.0,1.0,30,42.0
Banishment of the Darklords,0.0,1.0,30,42.0
Banner of Courage,0.0,1.0,20,32.0
Banquet of Millions,0.0,1.0,10,22.0
Baobaboon,1200.0,3.0,70,86.0
"Barbar, Malebranche of the Burning Abyss",1700.0,3.0,60,81.0
"Barbaroid, the Ultimate Battle Machine",4000.0,12.0,30,71.0
Barian Untopia,0.0,1.0,30,42.0
Barian's Chaos Draw,0.0,1.0,60,72.0
Bark of Dark Ruler,0.0,1.0,-10,2.0
Barkion's Bark,0.0,1.0,0,12.0
Baromet the Sacred Sheep Shrub,1900.0,4.0,40,62.0
Baron of the Fiend Sword,1550.0,4.0,0,18.5
Baronne de Fleur,3000.0,10.0,30,61.2
Barox,1380.0,5.0,0,16.2
Barrage Blast,0.0,1.0,40,52.0
Barrel Behind the Door,0.0,1.0,20,32.0
Barrel Dragon,2600.0,7.0,10,37.714285714285715
Barrel Lily,1100.0,3.0,0,15.0
Barrel Rock,1000.0,4.0,0,13.0
Barricadeborg Blocker,1000.0,1.0,20,42.0
Barrier Resonator,300.0,1.0,10,25.0
Barrier Statue of the Abyss,1000.0,4.0,20,33.0
Barrier Statue of the Drought,1000.0,4.0,20,33.0
Barrier Statue of the Heavens,1000.0,4.0,20,33.0
Barrier Statue of the Inferno,1000.0,4.0,20,33.0
Barrier Statue of the Stormwinds,1000.0,4.0,20,33.0
Barrier Statue of the Torrent,1000.0,4.0,20,33.0
Barrier Wave,0.0,1.0,20,32.0
Basal Rose Shoot,0.0,1.0,40,52.0
Bashing Shield,0.0,1.0,40,52.0
Basic Insect,500.0,2.0,0,11.0
"Basilius, Familiar of the Evil Eye",400.0,3.0,40,48.0
"Basiltrice, Familiar of the Evil Eye",1000.0,3.0,30,44.0
Bat,300.0,1.0,0,15.0
Battery Charger,0.0,1.0,20,32.0
Batteryman 9-Volt,1000.0,4.0,50,63.0
Batteryman AA,0.0,3.0,20,24.0
Batteryman AAA,0.0,4.0,20,23.0
Batteryman C,0.0,2.0,20,26.0
Batteryman Charger,1800.0,5.0,40,60.4
Batteryman D,0.0,1.0,0,12.0
Batteryman Fuel Cell,2100.0,6.0,20,43.0
Batteryman Industrial Strength,2600.0,8.0,30,57.5
Batteryman Micro-Cell,100.0,1.0,70,83.0
Batteryman Solar,1500.0,4.0,40,58.0
Batteryman Token,0.0,1.0,20,32.0
Battle Break,0.0,1.0,10,22.0
Battle Eagle Token,2000.0,6.0,30,52.0
Battle Fader,0.0,1.0,30,42.0
Battle Footballer,1000.0,4.0,0,13.0
Battle Fusion,0.0,1.0,20,32.0
Battle Instinct,0.0,1.0,20,32.0
Battle Mania,0.0,1.0,0,12.0
Battle of Sleeping Spirits,0.0,1.0,30,42.0
Battle of the Elements,0.0,1.0,0,12.0
Battle Ox,1700.0,4.0,10,30.0
Battle Royal Mode - Joining,0.0,1.0,40,52.0
Battle Shogun of the Six Samurai,1000.0,1.0,50,72.0
Battle Steer,1800.0,5.0,0,20.4
Battle Survivor,1600.0,4.0,0,19.0
Battle Teleportation,0.0,1.0,0,12.0
Battle Tuned,0.0,1.0,20,32.0
Battle Waltz,0.0,1.0,20,32.0
Battle Warrior,700.0,3.0,0,11.0
Battle-Scarred,0.0,1.0,10,22.0
Battlecruiser Dianthus,2100.0,3.0,20,45.0
Battlefield Tragedy,0.0,1.0,10,22.0
Battleguard Cadet,50.0,1.0,60,72.5
Battleguard Howling,0.0,1.0,20,32.0
Battleguard King,3000.0,8.0,20,51.5
Battleguard Rage,0.0,1.0,30,42.0
Battlestorm,1700.0,4.0,30,50.0
Battlewasp - Arbalest the Rapidfire,1800.0,4.0,30,51.0
Battlewasp - Azusa the Ghost Bow,2200.0,5.0,60,84.4
Battlewasp - Ballista the Armageddon,3000.0,12.0,50,81.0
Battlewasp - Dart the Hunter,100.0,1.0,40,53.0
Battlewasp - Halberd the Charge,2500.0,6.0,20,47.0
Battlewasp - Hama the Conquering Bow,2800.0,8.0,30,59.5
Battlewasp - Nest,0.0,1.0,20,32.0
Battlewasp - Pin the Bullseye,200.0,1.0,40,54.0
Battlewasp - Sting the Poison,400.0,2.0,40,50.0
Battlewasp - Twinbow the Attacker,1000.0,3.0,20,34.0
Battlin' Boxer Big Bandage,1100.0,2.0,20,37.0
Battlin' Boxer Cheat Commissioner,0.0,3.0,0,4.0
Battlin' Boxer Chief Second,500.0,4.0,50,58.0
Battlin' Boxer Counterpunch,0.0,3.0,30,34.0
Battlin' Boxer Glassjaw,2000.0,4.0,10,33.0
Battlin' Boxer Headgeared,1000.0,4.0,50,63.0
Battlin' Boxer King Dempsey,2300.0,4.0,40,66.0
Battlin' Boxer Lead Yoke,2200.0,4.0,30,55.0
Battlin' Boxer Promoter,1700.0,4.0,50,70.0
Battlin' Boxer Rabbit Puncher,800.0,3.0,10,22.0
Battlin' Boxer Rib Gardna,100.0,3.0,10,15.0
Battlin' Boxer Shadow,1800.0,4.0,20,41.0
Battlin' Boxer Sparrer,1200.0,4.0,20,35.0
Battlin' Boxer Switchitter,1500.0,4.0,20,38.0
Battlin' Boxer Uppercutter,1600.0,4.0,40,59.0
Battlin' Boxer Veil,0.0,4.0,40,43.0
Battlin' Boxing Cross Counter,0.0,1.0,30,42.0
Battlin' Boxing Spirits,0.0,1.0,20,32.0
"Baxia, Brightness of the Yang Zing",2300.0,8.0,30,54.5
Bayerock Dragon,2300.0,6.0,30,55.0
"Bayonater, the Baneful Barrel",500.0,1.0,-10,7.0
Bayonet Punisher,0.0,1.0,10,22.0
Bazoo the Soul-Eater,1600.0,4.0,30,49.0
Beacon of White,0.0,1.0,30,42.0
Beaked Snake,800.0,3.0,0,12.0
Bean Soldier,1400.0,4.0,0,17.0
Bearblocker,1600.0,3.0,30,50.0
"Beargram, Shelled Emperor of the Forest Crown",3400.0,9.0,40,75.33333333333334
Beast Fangs,0.0,1.0,0,12.0
Beast King Barbaros,3000.0,8.0,30,61.5
Beast King Unleashed,0.0,1.0,0,12.0
Beast Machine King Barbaros Ür,3800.0,8.0,30,69.5
Beast Magic Attack,0.0,1.0,20,32.0
Beast of Talwar,2400.0,6.0,0,26.0
Beast of the Pharaoh,400.0,3.0,20,28.0
Beast Rage,0.0,1.0,20,32.0
Beast Rising,0.0,1.0,20,32.0
Beast Soul Swap,0.0,1.0,20,32.0
Beast Striker,1850.0,4.0,30,51.5
Beast-Eyes Pendulum Dragon,3000.0,8.0,50,81.5
Beast-Warrior Puma,1600.0,4.0,20,39.0
Beastking of the Swamps,1000.0,4.0,0,13.0
Beastly Mirror Ritual,0.0,1.0,20,32.0
Beasts of Phantom,0.0,1.0,10,22.0
Beat Cop from the Underworld,1000.0,1.0,50,72.0
"Beat, Bladesman Fur Hire",1200.0,3.0,40,56.0
Beatdown!,0.0,1.0,20,32.0
Beatraptor,1400.0,4.0,50,67.0
"Beatrice, Lady of the Eternal",2500.0,6.0,50,77.0
Beautiful Beast Trainer,1750.0,5.0,0,19.9
Beautiful Headhuntress,1600.0,4.0,0,19.0
Beautunaful Princess,0.0,1.0,50,62.0
Beaver Warrior,1200.0,4.0,0,15.0
Beckoned by the World Chalice,1800.0,4.0,0,21.0
Beckoning Light,0.0,1.0,-10,2.0
Bee List Soldier,500.0,1.0,20,37.0
Beelze Frog,1200.0,3.0,20,36.0
Beelze of the Diabolic Dragons,3000.0,8.0,30,61.5
Beelzeus of the Diabolic Dragons,4000.0,10.0,30,71.2
Beetron,1600.0,4.0,20,39.0
Beetrooper Armor Horn,1000.0,1.0,30,52.0
Beetrooper Assault Roller,1600.0,4.0,80,99.0
Beetrooper Cruel Saturnas,2400.0,5.0,50,76.4
Beetrooper Descent,0.0,1.0,30,42.0
Beetrooper Fly & Sting,0.0,1.0,20,32.0
Beetrooper Formation,0.0,1.0,20,32.0
Beetrooper Landing,0.0,1.0,30,42.0
Beetrooper Light Flapper,2000.0,6.0,30,52.0
Beetrooper Scale Bomber,1200.0,3.0,30,46.0
Beetrooper Scout Buggy,1000.0,3.0,20,34.0
Beetrooper Squad,0.0,1.0,20,32.0
Beetrooper Sting Lancer,2400.0,7.0,40,65.71428571428572
Beginning Knight,500.0,4.0,80,88.0
Beginning of Heaven and Earth,0.0,1.0,20,32.0
"Begone, Knave!",0.0,1.0,20,32.0
Behegon,1350.0,4.0,0,16.5
Behemoth the King of a Hundred Battles,2700.0,10.0,30,58.2
Behemoth the King of All Animals,2700.0,7.0,20,48.714285714285715
"Behold, Gate Guardian!",0.0,1.0,60,72.0
"Beiige, Vanguard of Dark World",1600.0,4.0,10,29.0
Belial - Marquis of Darkness,2800.0,8.0,0,29.5
Believe in your Bro,0.0,1.0,40,52.0
Bellcat Fighter,2000.0,1.0,30,62.0
Bending Destiny,0.0,1.0,20,32.0
Benghalancer the Resurgent,2500.0,1.0,30,67.0
Berfomet,1400.0,5.0,40,56.4
Berfomet the Phantom Beast Dark Ruler,2400.0,6.0,50,76.0
Berlineth the Firestorm Vassal,800.0,3.0,20,32.0
Berry Magician Girl,400.0,1.0,40,56.0
Berserk Dragon,3500.0,8.0,10,46.5
Berserk Gorilla,2000.0,4.0,10,33.0
Berserk Scales,0.0,1.0,10,22.0
Berserker Crush,0.0,1.0,10,22.0
Berserker of the Tenyi,3000.0,1.0,0,42.0
Berserker Soul,0.0,1.0,10,22.0
Berserking,0.0,1.0,10,22.0
Berserkion the Electromagna Warrior,3000.0,8.0,40,71.5
Beta Evolution Pill - Ultranscendance,0.0,1.0,40,52.0
Beta The Electromagnet Warrior,1500.0,3.0,40,59.0
Beta The Magnet Warrior,1700.0,4.0,0,20.0
Beware the Brothers Paradox!,0.0,1.0,20,32.0
Beyond the Pendulum,1200.0,1.0,50,74.0
"Bi'an, Earth of the Yang Zing",1600.0,3.0,50,70.0
Bickuribox,2300.0,7.0,0,24.714285714285715
Bicorn Re'em,800.0,4.0,20,31.0
Bicular,200.0,2.0,30,38.0
Big Bang Shot,0.0,1.0,50,62.0
Big Belly Knight,1000.0,4.0,20,33.0
Big Burn,0.0,1.0,0,12.0
Big Evolution Pill,0.0,1.0,30,42.0
Big Eye,1200.0,4.0,0,15.0
Big Insect,1200.0,4.0,0,15.0
Big Jaws,1800.0,3.0,10,32.0
Big Koala,2700.0,7.0,0,28.714285714285715
Big One Warrior,100.0,1.0,20,33.0
Big Piece Golem,2100.0,5.0,20,43.4
Big Shield Gardna,100.0,4.0,0,4.0
Big Wave Small Wave,0.0,1.0,30,42.0
Big Welcome Labrynth,0.0,1.0,30,42.0
Big Whale,1000.0,9.0,40,51.333333333333336
BIG Win!?,0.0,1.0,-10,2.0
Big-Tusked Mammoth,2000.0,5.0,20,42.4
Big-Winged Berfomet,1400.0,5.0,40,56.4
Binary Blader,1800.0,1.0,40,70.0
Binary Sorceress,1600.0,1.0,40,68.0
Binding Chain,1000.0,3.0,0,14.0
"Bingo Machine, Go!!!",0.0,1.0,20,32.0
Bio Plant,600.0,3.0,0,10.0
Bio-Insect Armor,1500.0,5.0,30,47.4
Bio-Mage,1150.0,3.0,0,15.5
Biofalcon,1700.0,4.0,30,50.0
Bird of Paradise Lost,2700.0,8.0,20,48.5
Bird of Roses,1800.0,4.0,50,71.0
Birdface,1600.0,4.0,30,49.0
Birth of the Prominence Flame,0.0,1.0,30,42.0
Birthright,0.0,1.0,30,42.0
Bite Bug,300.0,3.0,10,17.0
Bite Shoes,500.0,2.0,0,11.0
Bitelon,2400.0,6.0,20,46.0
Bitron,200.0,2.0,0,8.0
Bitrooper,1500.0,4.0,20,38.0
"Bixi, Water of the Yang Zing",0.0,2.0,50,56.0
Black and White Wave,0.0,1.0,30,42.0
